from_stop_id,to_stop_id,transfer_type,min_transfer_time
ALEOP:1612,ALEOP:1401,3,
ALEOP:17MARAaligR,ALEOP:17MARAaligA,3,
ALEOP:17ROCHhopiR,ALEOP:17ROCHhopiA,0,
ALEOP:17ROCHhopiR,ALEOP:17ROCHjoffU,3,
ALEOP:17ROCHjoffU,ALEOP:17ROCHhopiA,0,
ALEOP:17ROCHpattR,ALEOP:17ROCHpattA,3,
ALEOP:2171,ALEOP:2170,0,
ALEOP:35GUERfoirR,ALEOP:35GUERfoirA,0,
ALEOP:35REDOgareA,SNCF:87471300,0,
ALEOP:35REDOgareR,ALEOP:35REDOgareA,3,
ALEOP:35REDOgareR,SNCF:87471300,0,
ALEOP:44AIGRcoinR,ALEOP:44AIGRcoinA,0,
ALEOP:44AIGRjaunR,ALEOP:44AIGRjaunA,0,
ALEOP:44AIGRmairR,ALEOP:44AIGRmairA,0,
ALEOP:44AIGRplesR,ALEOP:44AIGRplesA,0,
ALEOP:44ANCEgranR,ALEOP:44ANCEgranA,3,
ALEOP:44ANCEjoseA,SNCF:87481192,0,
ALEOP:44ANCEjoseA,SNCF:87744177,0,
ALEOP:44ANCEjoseR,ALEOP:44ANCEjoseA,3,
ALEOP:44ANCEjoseR,SNCF:87481192,0,
ALEOP:44ANCEjoseR,SNCF:87744177,0,
ALEOP:44ANCEmariR,ALEOP:44ANCEmariA,3,
ALEOP:44ANCEsncfU,ALEOP:44ANCEjoseA,0,
ALEOP:44ANCEsncfU,SNCF:87481192,0,
ALEOP:44ANCEsncfU,SNCF:87744177,0,
ALEOP:44ARTHboizR,ALEOP:44ARTHboizA,3,
ALEOP:44ARTHpercR,ALEOP:44ARTHpercA,3,
ALEOP:44ARTHrelaR,ALEOP:44ARTHrelaA,3,
ALEOP:44ARTHsicaR,ALEOP:44ARTHsicaA,3,
ALEOP:44AUBIgareR,ALEOP:44AUBIgareA,3,
ALEOP:44AVESpoteR,ALEOP:44AVESpoteA,3,
ALEOP:44BARBbarbR,ALEOP:44BARBbarbA,3,
ALEOP:44BASSchapR,ALEOP:44BASSchapA,0,
ALEOP:44BASSmairR,ALEOP:44BASSmairA,0,
ALEOP:44BASSrollR,ALEOP:44BASSrollA,3,
ALEOP:44BASSsensR,ALEOP:44BASSsensA,0,
ALEOP:44BAUGnordA,ALEOP:49BAUGleblA,0,
ALEOP:44BAUGnordA,ALEOP:49BAUGleblR,0,
ALEOP:44BAUGnordR,ALEOP:44BAUGnordA,3,
ALEOP:44BAUGnordR,ALEOP:49BAUGleblA,0,
ALEOP:44BAUGnordR,ALEOP:49BAUGleblR,0,
ALEOP:44BESNanglR,ALEOP:44BESNanglA,3,
ALEOP:44BESNcentR,ALEOP:44BESNcentA,0,
ALEOP:44BESNgareR,ALEOP:44BESNgareA,3,
ALEOP:44BESNgareR,ALEOP:44BESNharrA,0,
ALEOP:44BESNgareR,ALEOP:44BESNharrR,0,
ALEOP:44BESNharrR,ALEOP:44BESNharrA,3,
ALEOP:44BESNmoraR,ALEOP:44BESNmoraA,3,
ALEOP:44BESNneufR,ALEOP:44BESNneufA,3,
ALEOP:44BIGNaireR,ALEOP:44BIGNaireA,3,
ALEOP:44BIGNboulR,ALEOP:44BIGNboulA,3,
ALEOP:44BIGNbourR,ALEOP:44BIGNbourA,3,
ALEOP:44BIGNegliR,ALEOP:44BIGNegliA,3,
ALEOP:44BIGNhermR,ALEOP:44BIGNhermA,0,
ALEOP:44BIGNjarrR,ALEOP:44BIGNjarrA,3,
ALEOP:44BIGNloirR,ALEOP:44BIGNloirA,3,
ALEOP:44BIGNrougR,ALEOP:44BIGNrougA,3,
ALEOP:44BLAIcarrA2,ALEOP:44BLAIcarrA,0,
ALEOP:44BLAIcarrR,ALEOP:44BLAIcarrA,0,
ALEOP:44BLAIcarrR,ALEOP:44BLAIcarrA2,0,
ALEOP:44BLAIcommR,ALEOP:44BLAIcommA,3,
ALEOP:44BLAIfranR,ALEOP:44BLAIfranA,0,
ALEOP:44BLAIgravR,ALEOP:44BLAIgravA,0,
ALEOP:44BLAIhoteA,ALEOP:44BLAIfranA,0,
ALEOP:44BLAIhoteA,ALEOP:44BLAIfranR,0,
ALEOP:44BLAIhoteR,ALEOP:44BLAIfranA,0,
ALEOP:44BLAIhoteR,ALEOP:44BLAIfranR,0,
ALEOP:44BLAIhoteR,ALEOP:44BLAIhoteA,3,
ALEOP:44BLAIjollR,ALEOP:44BLAIjollA,0,
ALEOP:44BLAIpietR,ALEOP:44BLAIpietA,3,
ALEOP:44BLAIplonR,ALEOP:44BLAIplonA,3,
ALEOP:44BOISbeurR,ALEOP:44BOISbeurA,3,
ALEOP:44BOIScommR,ALEOP:44BOIScommA,3,
ALEOP:44BOISfermR,ALEOP:44BOISfermA,3,
ALEOP:44BOISgourR,ALEOP:44BOISgourA,3,
ALEOP:44BONNbonnR,ALEOP:44BONNbonnA,3,
ALEOP:44BOUGalleA,TAN:ALDE1,0,
ALEOP:44BOUGalleA,TAN:ALDE2,0,
ALEOP:44BOUGalleA,TAN:ALDE3,0,
ALEOP:44BOUGalleA,TAN:ALDE4,0,
ALEOP:44BOUGalleA,TAN:PBFF1,0,
ALEOP:44BOUGalleR,ALEOP:44BOUGalleA,3,
ALEOP:44BOUGalleR,TAN:ALDE1,0,
ALEOP:44BOUGalleR,TAN:ALDE2,0,
ALEOP:44BOUGalleR,TAN:ALDE3,0,
ALEOP:44BOUGalleR,TAN:ALDE4,0,
ALEOP:44BOUGalleR,TAN:PBFF1,0,
ALEOP:44BOURecolR,ALEOP:44BOURecolA,3,
ALEOP:44BOUVcorbR1,ALEOP:44BOUVcorbA1,0,
ALEOP:44BOUVeloiR,ALEOP:44BOUVeloiA,3,
ALEOP:44BRETbellR,ALEOP:44BRETbellA,3,
ALEOP:44BRETgaulR,ALEOP:44BRETgaulA,3,
ALEOP:44BRETmontA,ALEOP:44BRETgaulA,3,
ALEOP:44BRETmontR,ALEOP:44BRETgaulA,3,
ALEOP:44BRETmontR,ALEOP:44BRETgaulR,3,
ALEOP:44BRETmontR,ALEOP:44BRETmontA,3,
ALEOP:44BRETschwR,ALEOP:44BRETschwA,3,
ALEOP:44BRETvernR,ALEOP:44BRETvernA,3,
ALEOP:44BREVbosqR,ALEOP:44BREVbosqA,3,
ALEOP:44BREVbresR,ALEOP:44BREVbresA,0,
ALEOP:44BREVdepaR,ALEOP:44BREVdepaA,3,
ALEOP:44BREVfontR,ALEOP:44BREVfontA,0,
ALEOP:44BREVprinR,ALEOP:44BREVprinA,3,
ALEOP:44BRIVbinaR,ALEOP:44BRIVbinaA,3,
ALEOP:44BRIVegliR,ALEOP:44BRIVegliA,3,
ALEOP:44BRIVlomeR,ALEOP:44BRIVlomeA,3,
ALEOP:44BRIVroutR,ALEOP:44BRIVroutA,3,
ALEOP:44BRIVturcR,ALEOP:44BRIVturcA,3,
ALEOP:44BRTAcoueR,ALEOP:44BRTAcoueA,3,
ALEOP:44BRTAgeraR,ALEOP:44BRTAgeraA,3,
ALEOP:44BRTAmadeR,ALEOP:44BRTAmadeA,3,
ALEOP:44BRTArideR,ALEOP:44BRTArideA,3,
ALEOP:44CAMPegliR,ALEOP:44CAMPegliA,3,
ALEOP:44CAMPgicqR,ALEOP:44CAMPgicqA,3,
ALEOP:44CAMPharlR,ALEOP:44CAMPharlA,3,
ALEOP:44CARQbrecA,TAN:BRCH1,0,
ALEOP:44CARQbrecA,TAN:BRCH2,0,
ALEOP:44CARQbrecA,TAN:FAUV1,0,
ALEOP:44CARQbrecA,TAN:FAUV2,0,
ALEOP:44CARQbrecA,TAN:TPCH1,0,
ALEOP:44CARQbrecR,ALEOP:44CARQbrecA,0,
ALEOP:44CARQbrecR,TAN:BRCH1,0,
ALEOP:44CARQbrecR,TAN:BRCH2,0,
ALEOP:44CARQbrecR,TAN:FAUV1,0,
ALEOP:44CARQbrecR,TAN:FAUV2,0,
ALEOP:44CARQbrecR,TAN:TPCH1,0,
ALEOP:44CARQcentA2,TAN:CACE1,0,
ALEOP:44CARQcentA2,TAN:CACE2,0,
ALEOP:44CARQcentA2,TAN:CACE3,0,
ALEOP:44CARQcentA2,TAN:CSTA1,0,
ALEOP:44CARQcentA2,TAN:HVCQ1,0,
ALEOP:44CARQcentA2,TAN:HVCQ2,0,
ALEOP:44CARQcentA2,TAN:HVCQ3,0,
ALEOP:44CARQcentA2,TAN:LADO1,0,
ALEOP:44CARQcentA2,TAN:LADO2,0,
ALEOP:44CARQcentA2,TAN:MQDI1,0,
ALEOP:44CARQcentA2,TAN:MQDI2,0,
ALEOP:44CARQcentR,ALEOP:44CARQcentA2,0,
ALEOP:44CARQcentR,TAN:CACE1,0,
ALEOP:44CARQcentR,TAN:CACE2,0,
ALEOP:44CARQcentR,TAN:CACE3,0,
ALEOP:44CARQcentR,TAN:CSTA1,0,
ALEOP:44CARQcentR,TAN:HVCQ1,0,
ALEOP:44CARQcentR,TAN:HVCQ2,0,
ALEOP:44CARQcentR,TAN:HVCQ3,0,
ALEOP:44CARQcentR,TAN:MQDI1,0,
ALEOP:44CARQcentR,TAN:MQDI2,0,
ALEOP:44CARQepeaR,ALEOP:44CARQepeaA,3,
ALEOP:44CARQhousA,TAN:HOSE1,0,
ALEOP:44CARQhousA,TAN:HOSE2,0,
ALEOP:44CARQhousA,TAN:TPCH2,0,
ALEOP:44CARQhousR,ALEOP:44CARQhousA,0,
ALEOP:44CARQhousR,TAN:HOSE1,0,
ALEOP:44CARQhousR,TAN:HOSE2,0,
ALEOP:44CARQhousR,TAN:TPCH2,0,
ALEOP:44CARQicamA,TAN:CDMA1,0,
ALEOP:44CARQicamA,TAN:CDMA2,0,
ALEOP:44CARQicamA,TAN:ICAM1,0,
ALEOP:44CARQicamA,TAN:ICAM2,0,
ALEOP:44CARQicamR,ALEOP:44CARQicamA,0,
ALEOP:44CARQicamR,TAN:CDMA1,0,
ALEOP:44CARQicamR,TAN:CDMA2,0,
ALEOP:44CARQicamR,TAN:ICAM1,0,
ALEOP:44CARQicamR,TAN:ICAM2,0,
ALEOP:44CARQpariA,TAN:MONE2,0,
ALEOP:44CARQpariA,TAN:RTPA1,0,
ALEOP:44CARQpariA,TAN:RTPA2,0,
ALEOP:44CARQpariA,TAN:SERC1,0,
ALEOP:44CARQpariA,TAN:SERC2,0,
ALEOP:44CARQtourR,ALEOP:44CARQtourA,3,
ALEOP:44CASSbusnR,ALEOP:44CASSbusnA,3,
ALEOP:44CASSchatR,ALEOP:44CASSchatA,0,
ALEOP:44CASSchevR,ALEOP:44CASSbusnA,3,
ALEOP:44CASSchevR,ALEOP:44CASSbusnR,3,
ALEOP:44CASSchevR,ALEOP:44CASSchevA,3,
ALEOP:44CASSchteR,ALEOP:44CASSchteA,3,
ALEOP:44CASSpontR,ALEOP:44CASSpontA,3,
ALEOP:44CELLcellR,ALEOP:44CELLcellA,3,
ALEOP:44CELLclerR,ALEOP:44CELLclerA,3,
ALEOP:44CELLjoieU2,ALEOP:44CELLjoieU1,3,
ALEOP:44CELLmeenA,TAN:PSME1,0,
ALEOP:44CELLmeenA,TAN:PSME2,0,
ALEOP:44CELLmeenR,ALEOP:44CELLmeenA,3,
ALEOP:44CELLmeenR,TAN:PSME1,0,
ALEOP:44CELLmeenR,TAN:PSME2,0,
ALEOP:44CELLrelaR,ALEOP:44CELLrelaA,3,
ALEOP:44CELLsavaR,ALEOP:44CELLsavaA,3,
ALEOP:44CHATboisR,ALEOP:44CHATboisA,3,
ALEOP:44CHATplteA,ALEOP:44CHATplatR,0,
ALEOP:44CHATroutA,SNCF:87481648,0,
ALEOP:44CHATroutR,ALEOP:44CHATroutA,3,
ALEOP:44CHATroutR,SNCF:87481648,0,
ALEOP:44CHATsncfA1,ALEOP:44CHATroutA,0,
ALEOP:44CHATsncfA1,ALEOP:44CHATroutR,0,
ALEOP:44CHATsncfA1,SNCF:87481648,0,
ALEOP:44CHATsncfA2,ALEOP:44CHATroutA,0,
ALEOP:44CHATsncfA2,ALEOP:44CHATroutR,0,
ALEOP:44CHATsncfA2,ALEOP:44CHATsncfA1,0,
ALEOP:44CHATsncfA2,SNCF:87481648,0,
ALEOP:44CHATsncfR1,ALEOP:44CHATroutA,0,
ALEOP:44CHATsncfR1,ALEOP:44CHATroutR,0,
ALEOP:44CHATsncfR1,ALEOP:44CHATsncfA1,3,
ALEOP:44CHATsncfR1,ALEOP:44CHATsncfA2,0,
ALEOP:44CHATsncfR1,SNCF:87481648,0,
ALEOP:44CHATsncfR2,ALEOP:44CHATroutA,0,
ALEOP:44CHATsncfR2,ALEOP:44CHATroutR,0,
ALEOP:44CHATsncfR2,ALEOP:44CHATsncfA1,0,
ALEOP:44CHATsncfR2,ALEOP:44CHATsncfA2,3,
ALEOP:44CHATsncfR2,ALEOP:44CHATsncfR1,0,
ALEOP:44CHATsncfR2,SNCF:87481648,0,
ALEOP:44CHAUegliR,ALEOP:44CHAUegliA,3,
ALEOP:44CHEIcarrR,ALEOP:44CHEIcarrA,3,
ALEOP:44CHEImairR,ALEOP:44CHEImairA,3,
ALEOP:44CHEIpiloR,ALEOP:44CHEIpiloA,3,
ALEOP:44CHEMarthR,ALEOP:44CHEMarthA,3,
ALEOP:44CHEMberaR,ALEOP:44CHEMberaA,3,
ALEOP:44CHEMrousR,ALEOP:44CHEMrousA,3,
ALEOP:44CHEVaubrR,ALEOP:44CHEVaubrA,0,
ALEOP:44CHEVboulR,ALEOP:44CHEVboulA,0,
ALEOP:44CHEVchauR,ALEOP:44CHEVchauA,0,
ALEOP:44CHEVcoutR,ALEOP:1284,0,
ALEOP:44CHEVegliR,ALEOP:44CHEVegliA,0,
ALEOP:44CHEVhallR,ALEOP:44CHEVhallA,0,
ALEOP:44CHEVinduR,ALEOP:44CHEVinduA,0,
ALEOP:44CHEVpassA,ALEOP:1612,3,
ALEOP:44CHEVpassR,ALEOP:1612,0,
ALEOP:44CHEVpassR,ALEOP:44CHEVpassA,0,
ALEOP:44CHEVperrA,ALEOP:1459,0,
ALEOP:44CHEVpontR,ALEOP:51367,0,
ALEOP:44CHEVpssaR,ALEOP:1612,0,
ALEOP:44CHEVpssaR,ALEOP:44CHEVpassA,0,
ALEOP:44CHEVpssaR,ALEOP:44CHEVpassR,0,
ALEOP:44CHEVpssyA,ALEOP:1401,3,
ALEOP:44CHEVpssyA,ALEOP:1612,3,
ALEOP:44CHEVsacrR,ALEOP:44CHEVsacrA,0,
ALEOP:44CHEVstadR,ALEOP:1230,0,
ALEOP:44CHEVtourR,ALEOP:44CHEVtourA,3,
ALEOP:44CHEVvieuR,ALEOP:44CHEVvieuA,0,
ALEOP:44CHVAegliR,ALEOP:44CHVAegliA,0,
ALEOP:44COLOegliU,ALEOP:44COLOegliR,0,
ALEOP:44CONCboirR,ALEOP:44CONCboirA,3,
ALEOP:44CONCchauR,ALEOP:44CONCchauA,3,
ALEOP:44CONCchebR,ALEOP:44CONCchebA,3,
ALEOP:44CONCegauR,ALEOP:44CONCegauA,0,
ALEOP:44CONCplacR,ALEOP:44CONCplacA,3,
ALEOP:44CONCpontR,ALEOP:44CONCpontA,3,
ALEOP:44CONCquinR,ALEOP:44CONCquinA,3,
ALEOP:44CONCrepoR,ALEOP:44CONCglseA,0,
ALEOP:44CONQbiblR,ALEOP:44CONQbiblA,3,
ALEOP:44CONQgareR,ALEOP:44CONQgareA,3,
ALEOP:44CORCbenaA,ALEOP:1321,3,
ALEOP:44CORCcorcA,ALEOP:1248,3,
ALEOP:44CORChuitR,ALEOP:44CORChuitA,0,
ALEOP:44CORCmariR,ALEOP:44CORCmariA,3,
ALEOP:44CORDbaucR,ALEOP:44CORDbaucA,3,
ALEOP:44CORDgareA,SNCF:87481820,0,
ALEOP:44CORDgareR,ALEOP:44CORDgareA,0,
ALEOP:44CORDgareR,SNCF:87481820,0,
ALEOP:44CORDlouaR,ALEOP:44CORDlouaA,3,
ALEOP:44CORDmaheR,ALEOP:44CORDmaheA,3,
ALEOP:44CORDmediR,ALEOP:44CORDmediA,0,
ALEOP:44CORDmorzA,ALEOP:44CORDgareA,0,
ALEOP:44CORDmorzA,ALEOP:44CORDgareR,0,
ALEOP:44CORDmorzR,ALEOP:44CORDgareA,0,
ALEOP:44CORDmorzR,ALEOP:44CORDgareR,0,
ALEOP:44CORDmorzR,ALEOP:44CORDmorzA,3,
ALEOP:44CORDpapiR,ALEOP:44CORDpapiA,0,
ALEOP:44CORDplaiR,ALEOP:44CORDplaiA,0,
ALEOP:44CORSbaieR,ALEOP:44CORSbaieA,3,
ALEOP:44CORSbonnR,ALEOP:44CORSbonnA,3,
ALEOP:44CORScentR,ALEOP:44CORScentA,3,
ALEOP:44CORSgreiR,ALEOP:44CORSgreiA,3,
ALEOP:44CORSgrixR,ALEOP:44CORSgrixA,3,
ALEOP:44CORSmabiR,ALEOP:44CORSmabiA,3,
ALEOP:44CORSmoisR,ALEOP:44CORSmoisA,3,
ALEOP:44CORSperrR,ALEOP:44CORSperrA,3,
ALEOP:44COUEblaiR,ALEOP:44COUEblaiA,3,
ALEOP:44COUEgarnR,ALEOP:44COUEgarnA,3,
ALEOP:44COUEmontR,ALEOP:44COUEmontA,3,
ALEOP:44COUEpoteR,ALEOP:44COUEpoteA,3,
ALEOP:44COUFegliR,ALEOP:44COUFegliA,3,
ALEOP:44COUFmeteR,ALEOP:44COUFmeteA,3,
ALEOP:44COUFpousR,ALEOP:44COUFpousA,3,
ALEOP:44COUTegliR,ALEOP:44COUTegliA,3,
ALEOP:44COUTpadiR,ALEOP:44COUTpadiA,3,
ALEOP:44COUTpiroR,ALEOP:44COUTpiroA,3,
ALEOP:44CROSbossR,ALEOP:44CROSbossA,3,
ALEOP:44CROSguesR,ALEOP:44CROSguesA,3,
ALEOP:44CROSpiolR,ALEOP:44CROSpiolA,3,
ALEOP:44CROSplaiR,ALEOP:44CROSplaiA,3,
ALEOP:44CROSrateR,ALEOP:44CROSrateA,3,
ALEOP:44CROSrotzR,ALEOP:44CROSrotzA,3,
ALEOP:44DERVnantR,ALEOP:44DERVnantA,3,
ALEOP:44DERVtranR,ALEOP:44DERVtranA,3,
ALEOP:44DESEbeauR,ALEOP:44DESEbeauA,3,
ALEOP:44DESEcentR,ALEOP:44DESEcentA,3,
ALEOP:44DESEdaviR,ALEOP:44DESEdaviA,3,
ALEOP:44DESEdechR,ALEOP:44DESEdechA,3,
ALEOP:44DESEgautR,ALEOP:44DESEgautA,3,
ALEOP:44DESEgoulR,ALEOP:44DESEgoulA,3,
ALEOP:44DESEgreeR,ALEOP:44DESEgreeA,3,
ALEOP:44DESElongR,ALEOP:44DESElongA,3,
ALEOP:44DESEmercR,ALEOP:44DESEmercA,3,
ALEOP:44DESEnoe1R,ALEOP:44DESEnoe1A,3,
ALEOP:44DESEpatiR,ALEOP:44DESEpatiA,3,
ALEOP:44DESEperrR,ALEOP:44DESEperrA,3,
ALEOP:44DESEpinsR,ALEOP:44DESEpinsA,3,
ALEOP:44DESEsuceR,ALEOP:44DESEsuceA,3,
ALEOP:44DONGcroiR,ALEOP:44DONGcroiA,0,
ALEOP:44DONGheleR,ALEOP:44DONGheleA,3,
ALEOP:44DONGpaclR,ALEOP:44DONGpaclA,3,
ALEOP:44DONGpommR,ALEOP:44DONGpommA,3,
ALEOP:44DONGreviR,ALEOP:44DONGreviA,3,
ALEOP:44DOREmaugR,ALEOP:44DOREmaugA,3,
ALEOP:44DREFbeauR,ALEOP:44DREFbeauA,3,
ALEOP:44DREFbilaR,ALEOP:44DREFbilaA,3,
ALEOP:44DREFegliR,ALEOP:44DREFegliA,3,
ALEOP:44DREFvallR,ALEOP:44DREFvallA,3,
ALEOP:44ERDRgergA,TAN:GGAU1,0,
ALEOP:44ERDRgergA,TAN:GGAU2,0,
ALEOP:44ERDRgergR,ALEOP:44ERDRgergA,3,
ALEOP:44ERDRgergR,TAN:GGAU1,0,
ALEOP:44ERDRgergR,TAN:GGAU2,0,
ALEOP:44ERDRgrayA,TAN:LRAY1,0,
ALEOP:44ERDRgrayA,TAN:LRAY2,0,
ALEOP:44ERDRgrayA,TAN:LRYA1,0,
ALEOP:44ERDRgrayA,TAN:LRYA2,0,
ALEOP:44ERDRgrayR,ALEOP:44ERDRgrayA,3,
ALEOP:44ERDRgrayR,TAN:LRAY1,0,
ALEOP:44ERDRgrayR,TAN:LRAY2,0,
ALEOP:44ERDRgrayR,TAN:LRYA1,0,
ALEOP:44ERDRgrayR,TAN:LRYA2,0,
ALEOP:44ERDRrouaA,TAN:RDIE1,0,
ALEOP:44ERDRrouaA,TAN:RDIE2,0,
ALEOP:44ERDRrouaR,ALEOP:44ERDRrouaA,3,
ALEOP:44ERDRrouaR,TAN:RDIE1,0,
ALEOP:44ERDRrouaR,TAN:RDIE2,0,
ALEOP:44FEGRdresR,ALEOP:44FEGRdresA,3,
ALEOP:44FEGRiletR,ALEOP:44FEGRiletA,3,
ALEOP:44FIACbourR,ALEOP:44FIACbourA,3,
ALEOP:44FIACmairR,ALEOP:44FIACmairA,3,
ALEOP:44FONTbellR,ALEOP:44FONTbellA,3,
ALEOP:44FONTbuttR,ALEOP:44FONTbuttA,3,
ALEOP:44FONTcentA,ALEOP:44FONTbuttA,3,
ALEOP:44FONTcentA,ALEOP:44FONTbuttR,3,
ALEOP:44FONTcentR,ALEOP:44FONTbuttA,3,
ALEOP:44FONTcentR,ALEOP:44FONTbuttR,3,
ALEOP:44FONTcentR,ALEOP:44FONTcentA,3,
ALEOP:44FONTcureR,ALEOP:44FONTcureA,3,
ALEOP:44FONTeretR,ALEOP:44FONTeretA,3,
ALEOP:44FONTeretR1,ALEOP:44FONTeretA,3,
ALEOP:44FONTeretR1,ALEOP:44FONTeretR,3,
ALEOP:44FONTgrasR,ALEOP:44FONTgrasA,3,
ALEOP:44FONThaieR,ALEOP:44FONThaieA,3,
ALEOP:44FONTmairR,ALEOP:44FONTmairA,3,
ALEOP:44FONTrochR,ALEOP:44FONTrochA,3,
ALEOP:44FROScharU2,ALEOP:44FROScharU1,0,
ALEOP:44FROSfuieU2,ALEOP:44FROSfuieU1,0,
ALEOP:44FROSmigrR,ALEOP:44FROSmigrA,3,
ALEOP:44GAVRanglR,ALEOP:44GAVRanglA,0,
ALEOP:44GAVRetoiR,ALEOP:44GAVRetoiA,3,
ALEOP:44GAVRmailR,ALEOP:44GAVRmailA,3,
ALEOP:44GAVRmairR,ALEOP:44GAVRmairA,0,
ALEOP:44GAVRneriR,ALEOP:44GAVRneriA,3,
ALEOP:44GAVRrobeR,ALEOP:44GAVRrobeA,3,
ALEOP:44GENEgeorR,ALEOP:44GENEgeorA,3,
ALEOP:44GENEmarbR,ALEOP:44GENEmarbA,3,
ALEOP:44GEREcommR,ALEOP:44GEREcommA,3,
ALEOP:44GLINanjoR,ALEOP:44GLINanjoA,3,
ALEOP:44GOULchalA,TAN:CLGE1,0,
ALEOP:44GOULchalA,TAN:CLGE2,0,
ALEOP:44GOULchalA,TAN:CLGE3,0,
ALEOP:44GOULchalA,TAN:CLGE4,0,
ALEOP:44GOULchalA,TAN:CLGE5,0,
ALEOP:44GOULchalA,TAN:PSUD1,0,
ALEOP:44GOULchalA,TAN:PSUD2,0,
ALEOP:44GOULchalR,ALEOP:44GOULchalA,0,
ALEOP:44GOULchalR,TAN:CLGE1,0,
ALEOP:44GOULchalR,TAN:CLGE2,0,
ALEOP:44GOULchalR,TAN:CLGE3,0,
ALEOP:44GOULchalR,TAN:CLGE4,0,
ALEOP:44GOULchalR,TAN:CLGE5,0,
ALEOP:44GOULchalR,TAN:PSUD1,0,
ALEOP:44GOULchalR,TAN:PSUD2,0,
ALEOP:44GOULherdA,TAN:LHE99,0,
ALEOP:44GOULherdA,TAN:LHER1,0,
ALEOP:44GOULherdR,ALEOP:44GOULherdA,0,
ALEOP:44GOULherdR,TAN:LHE99,0,
ALEOP:44GOULherdR,TAN:LHER1,0,
ALEOP:44GRIGoceaU,ALEOP:44GRIGoceaA,0,
ALEOP:44GUEMjeanR,ALEOP:44GUEMjeanA,0,
ALEOP:44GUENchatR,ALEOP:44GUENchatA,3,
ALEOP:44GUENepauR,ALEOP:44GUENepauA,3,
ALEOP:44GUENgracR,ALEOP:44GUENgracA,3,
ALEOP:44GUENjustR,ALEOP:44GUENjustA,3,
ALEOP:44GUENmairR,ALEOP:44GUENmairA,3,
ALEOP:44GUENmillR,ALEOP:44GUENmillA,3,
ALEOP:44GUENrousR,ALEOP:44GUENrousA,3,
ALEOP:44HAUTalleR,ALEOP:44HAUTalleA,3,
ALEOP:44HAUTchatR,ALEOP:44HAUTchatA,3,
ALEOP:44HAUTegliR,ALEOP:44HAUTegliA,3,
ALEOP:44HAUTepinR,ALEOP:44HAUTepinA,3,
ALEOP:44HAUTfailR,ALEOP:44HAUTfailA,3,
ALEOP:44HAUTpoteR,ALEOP:44HAUTpoteA,3,
ALEOP:44HERBfranA,TAN:FMIT1,0,
ALEOP:44HERBfranA,TAN:FMIT2,0,
ALEOP:44HERBfranA,TAN:FMIT4,0,
ALEOP:44HERBfranA,TAN:FMIT5,0,
ALEOP:44HERBfranA,TAN:FMIT6,0,
ALEOP:44HERBfranA,TAN:FMIT7,0,
ALEOP:44HERBfranA,TAN:JCAR1,0,
ALEOP:44HERBfranA,TAN:JCAR2,0,
ALEOP:44HERBfranA,TAN:MLHE2,0,
ALEOP:44HERBfranR,ALEOP:44HERBfranA,3,
ALEOP:44HERBfranR,TAN:FMIT1,0,
ALEOP:44HERBfranR,TAN:FMIT2,0,
ALEOP:44HERBfranR,TAN:FMIT4,0,
ALEOP:44HERBfranR,TAN:FMIT5,0,
ALEOP:44HERBfranR,TAN:FMIT6,0,
ALEOP:44HERBfranR,TAN:FMIT7,0,
ALEOP:44HERBfranR,TAN:JCAR1,0,
ALEOP:44HERBfranR,TAN:JCAR2,0,
ALEOP:44HERBfranR,TAN:MLHE1,0,
ALEOP:44HERBfranR,TAN:MLHE2,0,
ALEOP:44HERBoceaA,TAN:CCDI2,0,
ALEOP:44HERBoceaA,TAN:DMUR1,0,
ALEOP:44HERBoceaA,TAN:DMUR2,0,
ALEOP:44HERBoceaA,TAN:OCAN1,0,
ALEOP:44HERBoceaA,TAN:OCAN2,0,
ALEOP:44HERBoceaR,ALEOP:44HERBoceaA,3,
ALEOP:44HERBoceaR,TAN:CCDI2,0,
ALEOP:44HERBoceaR,TAN:CCDI3,0,
ALEOP:44HERBoceaR,TAN:DMUR1,0,
ALEOP:44HERBoceaR,TAN:DMUR2,0,
ALEOP:44HERBoceaR,TAN:OCAN1,0,
ALEOP:44HERBoceaR,TAN:OCAN2,0,
ALEOP:44HERBriefA,TAN:LYRI1,0,
ALEOP:44HERBriefA,TAN:LYRI2,0,
ALEOP:44HERBriefR1,ALEOP:44HERBriefA,0,
ALEOP:44HERBriefR1,TAN:LYRI1,0,
ALEOP:44HERBriefR1,TAN:LYRI2,0,
ALEOP:44HERBriefR2,ALEOP:44HERBriefA,0,
ALEOP:44HERBriefR2,ALEOP:44HERBriefR1,0,
ALEOP:44HERBriefR2,TAN:LYRI1,0,
ALEOP:44HERBriefR2,TAN:LYRI2,0,
ALEOP:44HERBthebA,TAN:CVRN1,0,
ALEOP:44HERBthebA,TAN:CVRN2,0,
ALEOP:44HERBthebA,TAN:NILL1,0,
ALEOP:44HERBthebA,TAN:SILL1,0,
ALEOP:44HERBthebA,TAN:SILL2,0,
ALEOP:44HERBthebA,TAN:SILL3,0,
ALEOP:44HERBthebA,TAN:SILL4,0,
ALEOP:44HERBthebA,TAN:THEB1,0,
ALEOP:44HERBthebA,TAN:THEB2,0,
ALEOP:44HERBthebR,ALEOP:44HERBthebA,3,
ALEOP:44HERBthebR,TAN:CVRN1,0,
