route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible,bikes_allowed,shape_id
CHOLETBUS:7,REGEN_81,CHOLETBUS:243745:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243747:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243749:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243751:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243753:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243755:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243757:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243759:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243761:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243763:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:1,REGEN_653,CHOLETBUS:243305:1863805,"","",0,,0,0,CHOLETBUS:4361$158$1
CHOLETBUS:7,REGEN_81,CHOLETBUS:243765:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243767:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243769:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243771:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243773:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243775:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243777:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243779:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243781:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_81,CHOLETBUS:243783:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:1,REGEN_653,CHOLETBUS:243310:1863805,"","",0,,0,0,CHOLETBUS:4361$160$2
CHOLETBUS:7,REGEN_81,CHOLETBUS:243785:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244190:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244191:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244192:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244193:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244194:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244195:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244196:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244197:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244198:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:1,REGEN_653,CHOLETBUS:243311:1863805,"","",0,,0,0,CHOLETBUS:4361$158$1
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244199:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244200:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244201:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244202:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244203:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244204:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244205:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244206:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244207:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244208:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:1,REGEN_653,CHOLETBUS:243312:1863805,"","",0,,0,0,CHOLETBUS:4361$160$2
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244209:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_4674,CHOLETBUS:244314:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_4674,CHOLETBUS:244316:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_4674,CHOLETBUS:244321:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244393:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244395:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244397:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244399:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244401:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_3698,CHOLETBUS:244570:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:1,REGEN_653,CHOLETBUS:243317:1863805,"","",0,,0,0,CHOLETBUS:4361$160$2
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244625:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244626:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244628:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244629:1863812,"","",0,,0,0,CHOLETBUS:4361$202$159
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244630:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244633:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244635:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
CHOLETBUS:7,REGEN_1610,CHOLETBUS:244637:1863812,"","",0,,0,0,CHOLETBUS:4361$201$160
